song,lyrics,genre
One,"Is it getting betterOr do you feel the same?Will it make it easier on you nowYou've got someone to blame? You saidOne loveOne lifeWhen it's one needIn the nightOne love, we get to share itIt leaves you, baby, if you don't care for it Did I disappoint youOr leave a bad taste in your mouth?You act like you never had loveAnd you want me to go without Well it'sToo lateTonightTo drag the past outInto the lightWe're one, but we're not the sameWe get to carry each otherCarry each otherOne Have you come here for forgivness?Have you come to raise the dead?Have you come here to play JesusTo the lepers in your head? Did I ask too much?More than a lot?You gave me nothing, nowIt's all I gotWe're one, but we're not the sameWell, we hurt each other, and we're doin' it again You said love is a templeLove the higher lawLove is a templeLove the higher lawYou ask me to enterBut then you make me crawlAnd I can't be holdin' onTo what you've gotWhen all you've got is hurt One loveOne bloodOne lifeYou've got to do what you shouldOne life with each other SisterBrothersOne life, but we're not the sameWe get to carry each otherCarry each other OneOneOneOne",country
Personal Jesus,"Your own, personal, JesusSomeone to hear your prayersSomeone who cares Your own, personal, JesusSomeone to hear your prayersSomeone who's there Feeling unknownAnd you're all aloneFlesh and boneBy the telephoneLift up the receiverI'll make you a believer Take second bestPut me to the testThings on your chestYou need to confessI will deliverYou know i'm a forgiver Reach out and touch faithReach out and touch faith Your own, personal, JesusSomeone to hear your prayersSomeone who cares Your own, personal, JesusSomeone to hear your prayersSomeone to care Feeling unknownAnd you're all aloneFlesh and boneBy the telephoneLift up the receiverI'll make you a believerI will deliverYou know i'm a forgiverReach out and touch faithReach out and touch faithReach out and touch faithReach out and touch faith",country
Ring of Fire,"Love is a burning thingAnd it makes a fiery ringBound by wild desireI fell into a ring of fire I fell into a burning ring of fireI went down, down, downAnd the flames went higherAnd it burns, burns, burnsThe ring of fire, the ring of fire I fell into a burning ring of fireI went down, down, downAnd the flames went higherAnd it burns, burns, burnsThe ring of fire, the ring of fire The taste of love is sweetWhen hearts like ours meetI fell for you like a child Oh, but the fire went wild I fell in to a burning ring of fireI went down, down, downAnd the flames went higherAnd it burns, burns, burnsThe ring of fire, the ring of fire I fell in to a burning ring of fireI went down, down, downAnd the flames went higherAnd it burns, burns, burnsThe ring of fire, the ring of fire And it burns, burns, burnsThe ring of fire, the ring of fireThe ring of fire, the ring of fireThe ring of fire",country
The Man Comes Around,"""""And I heard as it were the noise of thunderOne of the four beasts saying, come and seeAnd I saw, and behold a white horse"""" There's a man going around taking namesAnd he decides who to free and who to blameEverybody won't be treated all the sameThere will be a golden ladder reaching downWhen the man comes around The hairs on your arm will stand upAt the terror in each sip and in each supWill you partake of that last offered cup?Or disappear into the potter's groundWhen the man comes around? Hear the trumpets, hear the pipersOne hundred million angels singingMultitudes are marching to the big kettledrumVoices calling and voices cryingSome are born and some are dyingIt's Alpha and Omega's kingdom come And the whirlwind is in the thorn treeThe virgins are all trimming their wicksThe whirlwind is in the thorn treeIt's hard for thee to kick against the pricks 'Til Armageddon, no shalam, no shalomThen the father hen will call his chickens homeThe wise man will bow down before the throneAnd at his feet, they'll cast the golden crowns When the man comes aroundWhoever is unjust, let him be unjust stillWhoever is righteous, let him be righteous stillWhoever is filthy, let him be filthy stillListen to the words long written downWhen the man comes around Hear the trumpets, hear the pipersOne hundred million angels singingMultitudes are marching to the big kettledrumVoices calling and voices cryingSome are born and some are dyingIt's Alpha and Omega's kingdom come And the whirlwind is in the thorn treeThe virgins are all trimming their wicksThe whirlwind is in the thorn treeIt's hard for thee to kick against the pricksIn measured hundred weight and penny poundWhen the man comes around """"And I heard a voice in the midst of the four beastsAnd I looked and behold, a pale horseAnd his name that sat on him was DeathAnd Hell followed with him""""",country
You'll Think of Me,"I woke up early this morning 'round 4 a.m.With the moon shining brightAs headlights on the interstateI pulled the covers over my headAnd tried to catch some sleepBut thoughts of us kept keeping me awake Ever since you found yourself in someone else's armsI've been tryin' my best to get alongBut that's okayThere's nothing left to say, but Take your records, take your freedomTake your memories, I don't need 'emTake your space and take your reasonsBut you'll think of me And take your cap and leave my sweater'Cause we have nothing left to weatherIn fact I'll feel a whole lot betterBut you'll think of me, you'll think of me I went out driving trying to clear my headI tried to sweep out all the ruins that my emotions left(I guess I'm)I guess I'm feeling just a little tired of thisAnd all the baggage that seems to still exist It seems the only blessing I have left to my nameIs not knowing what we could have beenWhat we should have beenSo Take your records, take your freedomTake your memories, I don't need 'emTake your space and take your reasonsBut you'll think of me And take your cap and leave my sweater'Cause we have nothing left to weatherIn fact I'll feel a whole lot betterBut you'll think of me Someday I'm gonna run across your mindBut don't worry, I'll be fineI'm gonna be alrightWhile you're sleeping with your prideWishing I could hold you tightI'll be over youAnd on with my life So take your records, take your freedomTake your memories, I don't need 'emAnd take your cap and leave my sweater'Cause we have nothing left to weatherIn fact I'll feel a whole lot betterBut you'll think of me So take your records, take your freedomTake your memories, I don't need 'emTake your space and all your reasonsBut you'll think of me And take your cap and leave my sweater'Cause we got nothing left to weatherIn fact, I'll feel a whole lot betterBut you'll think of me, you'll think of me, yeah Oh, ohAnd you're gonna think of me, mmm yeahOoh, stop me babySomedayOh, ooh, ooh, ooh, ooh, oohMmm, mmm, mmmDarlin, think of meMmm, mmm, mmmBaby, darlin', no, oh, ohDoo, doo, doo, oh, oh",country
The Gambler,"On a warm Summer's eveningOn a train bound for nowhereI met up with a gamblerWe were both too tired to sleepSo we took turns a-staringOut the window at the darkness'Til boredom overtook usAnd he began to speak He said, """"Son, I've made a lifeOut of reading people's facesKnowing what the cards wereBy the way they held their eyesSo if you don't mind my sayingI can see you're out of AcesFor a taste of your whiskyI'll give you some advice"""" So I handed him my bottleAnd he drank down my last swallowThen he bummed a cigaretteAnd asked me for a lightAnd the night got deathly quietAnd his face lost all expressionSaid, """"If you're gonna play the game, boyYou gotta learn to play it right"""" You got to know when to hold 'emKnow when to fold 'emKnow when to walk awayAnd know when to runYou never count your moneyWhen you're sitting at the tableThere'll be time enough for countingWhen the dealing's done """"Every gambler knowsThat the secret to survivingIs knowing what to throw awayKnowing what to keep'Cause every hand's a winnerAnd every hand's a loserAnd the best that you can hope forIs to die in your sleep"""" And when he finished speakingHe turned back toward the windowCrushed out his cigaretteAnd faded off to sleepAnd somewhere in the darknessThe gambler he broke evenAnd in his final wordsI found an Ace that I could keep You got to know when to hold 'emKnow when to fold 'emKnow when to walk awayAnd know when to runYou never count your moneyWhen you're sitting at the tableThere'll be time enough for countingWhen the dealing's done You got to know when to hold 'em (when to hold 'em)Know when to fold 'em (when to fold 'em)Know when to walk awayAnd know when to runYou never count your moneyWhen you're sitting at the tableThere'll be time enough for countingWhen the dealing's done You got to know when to hold 'emKnow when to fold 'emKnow when to walk awayAnd know when to runYou never count your moneyWhen you're sitting at the tableThere'll be time enough for countingWhen the dealing's done",country
Need You Now,"Picture perfect memoriesScattered all around the floorReaching for the phone causeI can't fight it anymore And I wonder if I ever cross your mindFor me it happens all the time It's a quarter after oneI'm all alone and I need you nowSaid I wouldn't call, but I lost all controlAnd I need you nowAnd I don't know how I can do withoutI just need you now Another shot of whiskyCan't stop looking at the doorWishing you'd come sweeping in the way you did beforeAnd I wonder if I ever cross your mindFor me it happens all the time It's a quarter after oneI'm a little drunk and I need you nowSaid I wouldn't call, but I lost all controlAnd I need you nowAnd I don't know how I can do without I just need you now (Whoa-whoa) Guess I rather hurt than feel nothing at all It's a quarter after oneI'm all alone and I need you now And I said I wouldn't callBut I'm a little drunk and I need you now And I don't know how I can do withoutI just need you nowI just need you now Oh, baby, I need you now",country
I Hope You Dance,"I hope you never lose your sense of wonderYou get your fill to eat but always keep that hungerMay you never take one single breath for grantedGod forbid love ever leave you empty handedI hope you still feel small when you stand beside the oceanWhenever one door closes, I hope one more opensPromise me that you'll give faith a fighting chanceAnd when you get the choice to sit it out or dance I hope you danceI hope you dance I hope you never fear those mountains in the distanceNever settle for the path of least resistanceLivin' might mean takin' chances, but they're worth takin'Lovin' might be a mistake, but it's worth makin'Don't let some Hell bent heart leave you bitterWhen you come close to sellin' out, reconsiderGive the Heavens above more than just a passing glanceAnd when you get the choice to sit it out or dance I hope you dance (Time is a wheel in constant motion)I hope you dance (Always rolling us along)I hope you dance (Tell me who wants to look back on their years and wonder)I hope you dance (Where those years have gone?) I hope you still feel small when you stand beside the oceanWhenever one door closes, I hope one more opensPromise me that you'll give faith a fighting chanceAnd when you get the choice to sit it out or dance DanceI hope you danceI hope you dance (Time is a wheel in constant motion)I hope you dance (Always rolling us along)I hope you dance (Tell me who wants to look back on their years and wonder)I hope you dance (Where those years have gone?) Tell me who wants to look back on their yearsAnd wonder where those years have gone",country
Amazed,Every time our eyes meetThis feelin' inside meIs almost more than I can takeBaby when you touch meI can feel how much you love meAnd it just blows me away I've never been this close to anyone or anythingI can hear your thoughtsI can see your dreams I don't know how you do what you doI'm so in love with youIt just keeps gettin' betterI wanna spend the rest of my lifeWith you by my sideForever and everEvery little thin' that you doBaby I'm amazed by you. The smell of your skinThe taste of your kissThe way you whisper in the darkYour hair all around meBaby you surround meYou touch every place in my heartOh it feels like the first time every timeI wanna spend the whole night in your arms. I don't know how you do what you doI'm so in love with youIt just keeps gettin' betterI wanna spend the rest of my lifeWith you by my sideForever and everEvery little thing that you doBaby I'm amazed by you Every little thing that you doI'm so in love with youIt just keeps gettin' betterI wanna spend the rest of my lifeWith you by my sideForever and everEvery little thing that you doOoh (every little thing that you do)Every little thing that you doBaby I'm amazed by you.,country
Independence Day,"Well she seemed alright by dawn's early lightThough she looked a little worried and weakShe tried to pretend he wasn't drinkin' againBut Daddy left the proof on her cheekAnd I was only 8 years old that summerAnd I always seemed to be in the waySo I took myself down to the fair in townOn Independence Day Well, word gets around in a small, small townThey said he was a dangerous manBut Momma was proud, and she stood her groundShe knew she was on the losin' endSome folks whispered, some folks talkedBut everybody looked the other wayAnd when time ran out there was no one aboutOn Independence Day Let freedom ringLet the white dove singLet the whole world know that todayIs a day of a reckoningLet the weak be strongLet the right be wrongRoll the stone awayLet the guilty payIt's Independence Day Well, she lit up the sky that Fourth of JulyBy the time that the firemen comeThey just put out the flames and took down some namesAnd sent me to the county homeNow I ain't sayin' it's right, or it's wrongBut maybe it's the only wayTalk about your revolutionIt's Independence Day Let freedom ringLet the white dove singLet the whole world know that today,Is the day of a reckoningLet the weak be strongLet the right be wrongRoll the stone awayLet the guilty payIt's Independence Day Roll the stone awayIt's Independence Day",country
Crazy,"CrazyI'm crazy for feeling so lonelyI'm crazyCrazy for feeling so blue I knewYou'd love me as long as you wantedAnd then somedayYou'd leave me for somebody new WorryWhy do I let myself worry?WonderingWhat in the world did I do Oh, crazyFor thinking that my love could hold youI'm crazy for tryingAnd crazy for cryingAnd I'm crazy for loving you CrazyFor thinking that my love could hold youI'm crazy for tryingAnd crazy for cryingAnd I'm crazy for loving you",country
I Fall To Pieces,I fall to piecesEach time I see you againI fall to piecesHow can I be just your friend? You want me to act like we've never kissedYou want me to forget (to forget)Pretend we never met (never met)And I've tried and I've triedBut I haven't yetYou walk by and I fall to pieces I fall to piecesEach time someone speaks your nameI fall to piecesTime only adds to the flame You tell me to find someone else to loveSomeone who'll love me too (love me too)The way you used to do (used to do)But each time I go out with someone newYou walk by and I fall to pieces. You walk by and I fall to pieces...,country
What Hurts the Most,"I can take the rain on the roof of this empty houseThat don't bother meI can take a few tears now and then, and just let 'em out I'm not afraid to cry every once in a while even thoughGoing on with you gone still upsets meThere are days every now and againI pretend I'm okayBut that's not what gets me What hurts the mostWas being so closeAnd having so much to sayAnd watching you walk away And never knowingWhat could've beenAnd not seeing that love in youIs what I was trying to do It's hard to deal with the pain of losing you everywhere I goBut I'm doing itIt's hard to force that smile when I see our old friendsAnd I'm alone Still harder getting up, getting dressed, living with this regretBut I know if I could do it overI would trade, give away all the words that I saved in my heartThat I left unspoken What hurts the mostIs being so closeAnd having so much to say (much to say)And watching you walk away And never knowingWhat could've beenAnd not seeing that loe in youIs what I was trying to doOh Hey, yeah What hurts the mostWas being so closeAnd having so much to say (Much to say)And watching you walk away And never knowingWhat could've beenAnd not seeing that love in youIs what I was trying to do Not seeing that love in youThat's what I was trying to doOoh, ooh, ooh, ooh, ooh, ooh",country
King Of The Road,"Trailer's for sale or rent, rooms to let, fifty centsNo phone, no pool, no pets, I ain't got no cigarettesAh, but, two hours of pushin' broomBuys an eight by twelve four-bit roomI'm a man of means by no means, king of the road Third boxcar, midnight train, destination, Bangor, MaineOld worn out suit and shoesI don't pay no union duesI smoke old stogies I have foundShort, but not too big aroundI'm a man of means by no means, king of the road I know every Engineer on every trainAll of their children, and all of their namesAnd every handout in every townAnd every lock that ain't locked, when no one's around I sing, trailers for sale or rent, rooms to let, fifty centsNo phone, no pool, no pets; I ain't got no cigarettesAh, but, two hours of pushin' broomBuys an eight by twelve four-bit roomI'm a man of means by no means, king of the road Trailers for sale or rent, rooms to let, fifty centsNo phone, no pool, no pets, I ain't got no cigarettes...",country
That Don't Impress Me Much,"I've known a few guys who thought they were pretty smartBut you've got being right down to an artYou think you're a genius, you drive me up the wallYou're a regular original know-it-all Oh-oo-oh, you think you're specialOh-oo-oh, you think you're something else Okay, so you're a rocket scientist That don't impress me muchSo you got the brains, but have you got the touch?Now, don't get me wrong, yeah, I think you're alrightBut that won't keep me warm in the middle of the nightThat don't impress me much I never knew a guy who carried a mirror in his pocketAnd a comb up his sleeve, just in case and all that extra hold gel in your hair oughtta lock it'Cause heaven forbid, it should fall out of place Oh-oo-oh, you think you're specialOh-oo-oh, you think you're something else Okay, so you're Brad Pitt That don't impress me muchSo you got the looks, but have you got the touch?Now, don't get me wrong, yeah, I think you're alrightBut that won't keep me warm in the middle of the nightThat don't impress me much You're one of those guys that likes to shine his machineYou make me take off my shoes before you let me get inI can't believe you kiss your car good nightNow, come on, baby, tell me, you must be joking, right? Oh-oo-oh, you think you're specialOh-oo-oh, you think you're something else Okay, so you've got a car That don't impress me much (That don't impress me much)So you got the moves, but have you got the touch?Now, don't get me wrong, yeah, I think you're alrightBut that won't keep me warm in the middle of the night That don't impress me muchYou think you're cool, but have you got the touch?Now now, don't get me wrong, yeah, I think you're alrightBut that won't keep me warm on the long, cold, lonely nightThat don't impress me much That don't impress me much That don't impress me muchThat don't impress me much",country
